filename,class_name,fps,n_frames,duration_s,width,height,resolution
V_366.mp4,Violent,29.97,150,5.005,1280,720,1280x720
V_367.mp4,Violent,29.97,138,4.605,1280,720,1280x720
V_368.mp4,Violent,29.97,153,5.105,1280,720,1280x720
V_369.mp4,Violent,25.0,140,5.6,1280,720,1280x720
V_37.mp4,Violent,25.0,143,5.72,1280,720,1280x720
V_370.mp4,Violent,24.0,128,5.333,960,720,960x720
V_371.mp4,Violent,23.0,115,5.0,400,224,400x224
V_372.mp4,Violent,30.0,150,5.0,1280,720,1280x720
V_373.mp4,Violent,30.0,153,5.1,1280,720,1280x720
V_374.mp4,Violent,30.0,153,5.1,1280,720,1280x720
V_375.mp4,Violent,25.0,125,5.0,1280,720,1280x720
V_376.mp4,Violent,30.0,150,5.0,640,354,640x354
V_377.mp4,Violent,25.0,283,11.32,1280,720,1280x720
V_378.mp4,Violent,25.0,128,5.12,640,352,640x352
V_379.mp4,Violent,25.0,125,5.0,640,360,640x360
V_38.mp4,Violent,25.0,143,5.72,1280,720,1280x720
V_380.mp4,Violent,25.0,128,5.12,640,360,640x360
V_381.mp4,Violent,29.93,144,4.811,360,360,360x360
V_382.mp4,Violent,25.0,125,5.0,640,360,640x360
V_383.mp4,Violent,25.0,78,3.12,640,360,640x360
V_384.mp4,Violent,29.97,150,5.005,1280,720,1280x720
V_385.mp4,Violent,29.97,150,5.005,1280,720,1280x720
V_386.mp4,Violent,29.97,153,5.105,1280,720,1280x720
V_387.mp4,Violent,29.97,150,5.005,1280,720,1280x720
V_388.mp4,Violent,29.97,150,5.005,1280,720,1280x720
V_389.mp4,Violent,29.97,150,5.005,404,716,404x716
V_39.mp4,Violent,25.0,140,5.6,1280,720,1280x720
V_390.mp4,Violent,29.97,150,5.005,404,716,404x716
V_391.mp4,Violent,29.97,150,5.005,404,716,404x716
V_392.mp4,Violent,29.97,150,5.005,404,716,404x716
V_393.mp4,Violent,29.97,150,5.005,404,716,404x716
V_394.mp4,Violent,29.97,150,5.005,404,716,404x716
V_395.mp4,Violent,29.97,96,3.203,766,430,766x430
V_396.mp4,Violent,29.93,153,5.112,360,360,360x360
V_397.mp4,Violent,29.93,120,4.009,360,360,360x360
V_398.mp4,Violent,30.0,4109,136.967,1280,720,1280x720
V_399.mp4,Violent,29.93,123,4.11,360,360,360x360
V_4.mp4,Violent,25.0,151,6.04,1080,1920,1080x1920
V_40.mp4,Violent,25.0,140,5.6,1280,720,1280x720
V_400.mp4,Violent,30.0,129,4.3,1280,434,1280x434
V_401.mp4,Violent,29.93,126,4.21,360,360,360x360
V_402.mp4,Violent,29.93,111,3.709,360,360,360x360
V_403.mp4,Violent,29.93,102,3.408,360,360,360x360
V_404.mp4,Violent,29.93,126,4.21,360,360,360x360
V_405.mp4,Violent,29.93,129,4.31,360,360,360x360
V_406.mp4,Violent,29.93,114,3.809,360,360,360x360
V_407.mp4,Violent,30.0,138,4.6,1280,720,1280x720
V_408.mp4,Violent,29.93,105,3.508,360,360,360x360
V_409.mp4,Violent,29.93,147,4.912,360,360,360x360
V_41.mp4,Violent,25.0,170,6.8,1280,720,1280x720
V_410.mp4,Violent,30.0,120,4.0,1280,720,1280x720
V_411.mp4,Violent,30.0,111,3.7,1280,720,1280x720
V_412.mp4,Violent,29.93,120,4.009,360,360,360x360
V_413.mp4,Violent,29.93,117,3.909,360,360,360x360
V_414.mp4,Violent,29.93,114,3.809,360,302,360x302
V_415.mp4,Violent,30.0,96,3.2,640,352,640x352
V_416.mp4,Violent,30.0,129,4.3,640,352,640x352
V_417.mp4,Violent,30.0,126,4.2,640,352,640x352
V_418.mp4,Violent,30.0,111,3.7,640,352,640x352
V_419.mp4,Violent,30.0,102,3.4,640,352,640x352
V_42.mp4,Violent,25.0,143,5.72,1280,720,1280x720
V_420.mp4,Violent,30.0,135,4.5,1280,720,1280x720
V_421.mp4,Violent,30.0,159,5.3,1280,720,1280x720
V_422.mp4,Violent,30.0,159,5.3,1280,720,1280x720
V_423.mp4,Violent,30.0,132,4.4,1280,720,1280x720
V_424.mp4,Violent,30.0,150,5.0,1280,720,1280x720
V_425.mp4,Violent,30.0,153,5.1,1280,720,1280x720
V_426.mp4,Violent,30.0,132,4.4,1280,720,1280x720
V_427.mp4,Violent,30.0,141,4.7,632,466,632x466
V_428.mp4,Violent,30.0,120,4.0,632,466,632x466
V_429.mp4,Violent,30.0,120,4.0,1280,720,1280x720
V_43.mp4,Violent,25.0,143,5.72,1280,720,1280x720
V_430.mp4,Violent,30.0,132,4.4,1280,720,1280x720
V_431.mp4,Violent,30.0,129,4.3,1280,720,1280x720
V_432.mp4,Violent,30.0,132,4.4,1280,720,1280x720
V_433.mp4,Violent,30.0,123,4.1,1280,720,1280x720
V_434.mp4,Violent,30.0,117,3.9,1280,720,1280x720
V_435.mp4,Violent,30.0,135,4.5,1280,720,1280x720
V_436.mp4,Violent,30.0,132,4.4,1280,720,1280x720
V_437.mp4,Violent,30.0,141,4.7,1280,720,1280x720
V_438.mp4,Violent,30.0,129,4.3,1280,720,1280x720
V_439.mp4,Violent,30.0,135,4.5,1280,720,1280x720
V_44.mp4,Violent,30.0,129,4.3,406,406,406x406
V_440.mp4,Violent,30.0,120,4.0,1280,720,1280x720
V_441.mp4,Violent,30.0,111,3.7,1280,720,1280x720
V_442.mp4,Violent,30.0,141,4.7,1280,720,1280x720
V_443.mp4,Violent,30.0,141,4.7,1280,720,1280x720
V_444.mp4,Violent,30.0,111,3.7,1280,720,1280x720
V_445.mp4,Violent,30.0,132,4.4,632,466,632x466
V_446.mp4,Violent,30.0,114,3.8,1280,720,1280x720
V_447.mp4,Violent,30.0,129,4.3,1280,720,1280x720
V_448.mp4,Violent,30.0,129,4.3,1280,720,1280x720
V_449.mp4,Violent,30.0,141,4.7,1280,720,1280x720
V_45.mp4,Violent,30.0,99,3.3,406,406,406x406
V_450.mp4,Violent,30.0,153,5.1,1280,720,1280x720
V_451.mp4,Violent,30.0,120,4.0,1280,720,1280x720
V_452.mp4,Violent,30.0,141,4.7,1280,720,1280x720
V_453.mp4,Violent,30.0,120,4.0,1280,720,1280x720
V_454.mp4,Violent,30.0,141,4.7,1280,720,1280x720
V_455.mp4,Violent,30.0,135,4.5,1280,720,1280x720
V_456.mp4,Violent,30.0,129,4.3,1280,720,1280x720
V_457.mp4,Violent,30.0,132,4.4,1280,720,1280x720
V_458.mp4,Violent,30.0,138,4.6,1280,720,1280x720
V_459.mp4,Violent,29.97,123,4.104,470,720,470x720
V_46.mp4,Violent,30.0,90,3.0,406,406,406x406
V_460.mp4,Violent,29.97,156,5.205,470,720,470x720
V_461.mp4,Violent,29.97,171,5.706,712,720,712x720
V_462.mp4,Violent,29.97,186,6.206,1280,720,1280x720
V_463.mp4,Violent,29.97,189,6.306,1280,720,1280x720
V_464.mp4,Violent,29.97,159,5.305,1280,720,1280x720
V_465.mp4,Violent,29.97,141,4.705,1280,720,1280x720
V_466.mp4,Violent,29.97,165,5.506,396,720,396x720
V_467.mp4,Violent,29.97,129,4.304,396,720,396x720
V_468.mp4,Violent,29.97,150,5.005,396,720,396x720
V_469.mp4,Violent,29.97,147,4.905,396,720,396x720
V_47.mp4,Violent,30.0,102,3.4,406,406,406x406
V_470.mp4,Violent,29.97,132,4.404,396,720,396x720
V_471.mp4,Violent,29.97,120,4.004,396,720,396x720
V_472.mp4,Violent,29.97,147,4.905,396,720,396x720
V_473.mp4,Violent,29.97,126,4.204,396,720,396x720
V_474.mp4,Violent,29.97,141,4.705,396,720,396x720
V_475.mp4,Violent,29.97,141,4.705,396,720,396x720
V_476.mp4,Violent,29.97,150,5.005,406,720,406x720
V_477.mp4,Violent,29.97,159,5.305,406,720,406x720
V_478.mp4,Violent,29.97,135,4.505,430,720,430x720
V_479.mp4,Violent,29.97,159,5.305,430,720,430x720
V_48.mp4,Violent,30.0,108,3.6,406,406,406x406
V_480.mp4,Violent,29.97,144,4.805,488,720,488x720
V_481.mp4,Violent,29.97,123,4.104,1280,720,1280x720
V_482.mp4,Violent,29.97,144,4.805,1280,720,1280x720
V_483.mp4,Violent,29.97,144,4.805,428,606,428x606
V_484.mp4,Violent,29.97,147,4.905,428,606,428x606
V_485.mp4,Violent,29.97,153,5.105,428,606,428x606
V_486.mp4,Violent,29.97,150,5.005,576,712,576x712
V_487.mp4,Violent,29.97,111,3.704,576,712,576x712
V_488.mp4,Violent,29.97,171,5.706,576,712,576x712
V_489.mp4,Violent,29.97,120,4.004,576,712,576x712
V_49.mp4,Violent,30.0,120,4.0,406,406,406x406
V_490.mp4,Violent,29.97,141,4.705,576,712,576x712
V_491.mp4,Violent,29.97,132,4.404,576,712,576x712
V_492.mp4,Violent,29.97,153,5.105,406,712,406x712
V_493.mp4,Violent,29.97,108,3.604,406,712,406x712
V_494.mp4,Violent,29.97,132,4.404,592,712,592x712
V_495.mp4,Violent,29.97,138,4.605,592,712,592x712
V_496.mp4,Violent,29.97,144,4.805,424,712,424x712
V_497.mp4,Violent,29.97,144,4.805,1280,720,1280x720
V_498.mp4,Violent,29.97,138,4.605,424,712,424x712
V_499.mp4,Violent,29.97,129,4.304,656,712,656x712
V_5.mp4,Violent,19.48,114,5.852,1920,1080,1920x1080
V_50.mp4,Violent,30.0,138,4.6,406,406,406x406
V_500.mp4,Violent,29.97,147,4.905,656,712,656x712
V_501.mp4,Violent,29.97,135,4.505,656,712,656x712
V_502.mp4,Violent,29.97,114,3.804,656,530,656x530
V_503.mp4,Violent,29.97,150,5.005,406,720,406x720
V_504.mp4,Violent,29.97,161,5.372,854,480,854x480
